value,command,name,timeStamp,asResponse,actuatorType,timeStampMillis,stateData,hasError,statusCode
35.0,1,HumidifierActuator,"2020-12-12 :06:51:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:51:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:51:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:51:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:51:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:51:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:52:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:53:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:54:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:55:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:56:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:15",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:57:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:58:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:58:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:58:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:58:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :06:59:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:00:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:01:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:02:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:03:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:04:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:05:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:06:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:07:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:08:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:09:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:10:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:11:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:12:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:13:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:34",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:39",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:44",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:49",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:54",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:14:59",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:04",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:09",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:14",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:19",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:24",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:29",false,2,0,"Commond on",,0
35.0,1,HumidifierActuator,"2020-12-12 :07:15:34",false,2,0,"Commond on",,0
